
fuzzy_threshold=100
did 	 dtitle 	 dauthor 	 dvenue 	 dyear 	 drowid
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222	turmoil nasa numer fund announc	qian	"sigmod record,"	1995	9337
journals/sigmod/KimballS95	decis support fail fix	kimball strehlo	sigmod record	1995	790
5AiEsU9p7FIJ	decis support fail fix	kimball strehlo	"acm sigmod record,"	1995	26039
journals/sigmod/Zhang95	applic oodb sgml techniqu text databas electron dictionari system	zhang	sigmod record	1995	791
f86VsMJZ9gAJ	applic oodb sgml techniqu text databas electron dictionari system	zhang	"sigmod record,"	1995	1970
conf/sigmod/HellersteinA00	eddi continu adapt queri process	avnur hellerstein	sigmod conference	2000	792
Gsb6dnkFBMoJ	eddi continu adapt queri process	avnur hellerstein	"sigmod conference,"	2000	9473
journals/sigmod/Lee95	normal oodb design	lee	sigmod record	1995	793
ozmSjoqqFtwJ	normal oodb design	lee	"acm sigmod record,"	1995	17629
conf/sigmod/AgrawalW00	framework express combin prefer	agrawal wimmers	sigmod conference	2000	796
wivJNEQEWzMJ	framework express combin prefer	agrawal wimmers	"sigmod conference,"	2000	43199
journals/sigmod/GamacheS95	address techniqu use databas object manag o2 orion	gamache sahraoui	sigmod record	1995	797
vqgfvx71hgQJ	address techniqu use databas object manag 2 orion	gamache sahraoui	"acm sigmod record,"	1995	45669
conf/sigmod/MoonSL00	adapt multistag distanc join process	shin moon lee	sigmod conference	2000	800
7Xra4piXrIIJ	adapt multistag distanc join process	shin moon lee	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	30098
conf/sigmod/LiuPBHPT00	aqrtoolkit adapt queri rout middlewar distribut data intens system	liu buttler han paques tang	sigmod conference	2000	801
q_o5zij9nCEJ	aqrtoolkit adapt queri rout middlewar distribut data intens system	liu buttler han paques tang	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	5696
journals/sigmod/JainH94	metadata video databas	jain hampapur	sigmod record	1994	806
iQMUP3fkvo4J	metadata video databas	jain hampapur	"sigmod record,"	1994	7347
conf/sigmod/RiedelFGN00	data mine oltp system nearli free	riedel faloutsos ganger nagle	sigmod conference	2000	809
ospJVA6AD1sJ	data mine oltp system nearli free	riedel faloutsos ganger nagle	"sigmod conference,"	2000	30373
journals/sigmod/ShinM94	new join algorithm	shin meltzer	sigmod record	1994	810
hnpTcGMYR80J	new join algorithm	shin meltzer	"sigmod record,"	1994	52266
journals/sigmod/Bertram94	data model larg	bertram	sigmod record	1994	812
qaSgL5tVq1AJ	data model larg	bertram	"sigmod record,"	1994	27445
conf/sigmod/LakhamrajuRSS00	onlin reorgan object databas	lakhamraju rastogi seshadri sudarshan	sigmod conference	2000	814
GveQLUTEle8J	onlin reorgan object databas	lakhamraju rastogi seshadri sudarshan	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	62258
journals/sigmod/KiyokiKH94	metadatabas system semant imag search mathemat model mean	kiyoki kitagawa hayama	sigmod record	1994	816
xT3mwY4t5kEJ	metadatabas system semant imag search mathemat model mean	kiyoki kitagawa hayama	"sigmod record,"	1994	18128
conf/sigmod/HsiaoN00	dlfm transact resourc manag	hsiao narang	sigmod conference	2000	818
iY5wlS4jsg0J	dlfm transact resourc manag	hsiao narang	"sigmod conference,"	2000	30155
conf/sigmod/Weininger00	handl larg databas informix extend parallel server	weininger	sigmod conference	2000	823
url:http://portal.acm.org/citation.cfm%3Fid%3D335465	handl larg databas informix extend parallel server	weininger	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	59930
conf/sigmod/ChenDLT00	fact learn base web queri process system	chen diao tian	sigmod conference	2000	825
url:http://portal.acm.org/citation.cfm%3Fid%3D342009.336560	fact learn base web queri process system	chen diao tian	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	64107
journals/sigmod/Jannink95	implement delet btree	jannink	sigmod record	1995	826
22yR9rN5xuQJ	implement delet btree	jannink	"sigmod record,"	1995	41552
journals/sigmod/NgH95	multigranular lock multipl job class transact process system	hung	sigmod record	1995	827
url:http://portal.acm.org/citation.cfm%3Fid%3D202660.202665%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222	multigranular lock multipl job class transact process system	hung	"acm sigmod record,"	1995	30339
journals/sigmod/Jarke95	inform system research rwth aachen	jarke	sigmod record	1995	830
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222	inform system research rwth aachen	jarke	"sigmod record,"	1995	27452
journals/sigmod/DarwenD95	third manifesto	darwen date	sigmod record	1995	832
DVnOcHunv7MJ	third manifesto	darwen date	"sigmod record,"	1995	45143
conf/sigmod/LitwinS00	lhr highavail scalabl distribut data structur use reed solomon code	litwin schwarz	sigmod conference	2000	833
f1h0J1_ELisJ	lh rs highavail scalabl distribut data structur use reed solomon code	litwin schwarz	"acm sigmod record,"	2000	3249
journals/sigmod/Qian95b	opportun arpa nsf elsewher	qian	sigmod record	1995	835
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219772%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222	opportun arpa nsf elsewher	qian	"sigmod record,"	1995	53540
conf/sigmod/GoldmanW00	wsqdsq practic approach combin queri databas web	goldman widom	sigmod conference	2000	836
Ol886Ck3jz4J	wsqdsq practic approach combin queri databas web	goldman widom	"sigmod conference,"	2000	46937
journals/sigmod/EnglertGH95	parallel price case studi nonstop sqlmp	englert glasstone hasan	sigmod record	1995	837
JRXuKm3E_foJ	parallel price case studi nonstop sqlmp	englert glasstone hasan	"sigmod record,"	1995	36238
conf/sigmod/LeeKOTM00	toward selftun data placement parallel databas system	lee kitsuregawa ooi tan mondal	sigmod conference	2000	840
C8RLbWKCgicJ	toward selftun data placement parallel databas system	lee kitsuregawa ooi tan mondal	"sigmod conference,"	2000	7380
conf/sigmod/ChenJDTW00	niagaracq scalabl continu queri system internet databas	chen dewitt tian wang	sigmod conference	2000	844
fg5EE6R7xYwJ	niagaracq scalabl continu queri system internet databas	chen dewitt tian wang	"sigmod conference,"	2000	6367
conf/sigmod/BarclaySG00	terraserv spatial data warehous	barclay slutz gray	sigmod conference	2000	846
tKeGALC3uFMJ	microsoft terraserv spatial data warehous	barclay gray slutz	"sigmod record,"	2000	35718
conf/sigmod/SaltenisJLL00	index posit continu move object	saltenis jensen leutenegger lopez	sigmod conference	2000	847
LMm4_4_uNNoJ	bindex posit continu move object proceed acm intern  	saltenis jensen leutenegger lopez		2000	4220
conf/sigmod/SalemBCL00	roll join asynchron increment view mainten	salem beyer cochrane lindsay	sigmod conference	2000	849
FElMcikK2GUJ	roll join asynchron increment view mainten	salem beyer lindsay cochrane	"acm sigmod record,"	2000	46093
journals/sigmod/ElmagarmidJF95	wireless clientserv comput person inform servic applic	elmagarmid jing furukawa	sigmod record	1995	851
CJK2SWLYrRYJ	wireless clientserv comput person inform servic applic	elmagarmid jing furukawa	"sigmod record,"	1995	62820
journals/sigmod/BhargavaAP95	digit librari servic mobil comput	bhargava annamalai pitoura	sigmod record	1995	857
Sql66UDiVnwJ	digit librari servic mobil comput	bhargava annamalai pitoura	"sigmod record,"	1995	15919
conf/sigmod/FaloutsosSTT00	spatial join select use power law	faloutsos seeger traina	sigmod conference	2000	858
qsWDIfzBxiQJ	spatial join select use power law	faloutsos seeger traina	"sigmod record,"	2000	61091
conf/sigmod/KornM00	influenc set base revers nearest neighbor queri	korn muthukrishnan	sigmod conference	2000	859
HlhXdvHzlvwJ	influenc set base revers nearest neighbor queri	korn muthukrishnan	"sigmod conference,"	2000	33038
conf/sigmod/LiefkeS00	xmill effici compressor xml data	liefke suciu	sigmod conference	2000	861
N0eowMtIAukJ	extens compressor xml data	liefke suciu	"sigmod record,"	2000	6852
journals/sigmod/NobleS95	research statu report adapt mobil data access	noble satyanarayanan	sigmod record	1995	863
rRvcD6HKhasJ	research statu report adapt mobil data access	noble satyanarayanan	"sigmod record,"	1995	40409
journals/sigmod/Fong95	map extend entiti relationship model object model techniqu	fong	sigmod record	1995	865
zw3-t-veNvAJ	map extend entiti relationship model object model techniqu	fong	"sigmod record,"	1995	26104
conf/sigmod/Nori00	applic architectur 2tier 3tier dbmss role panel abstract	nori	sigmod conference	2000	866
url:http://portal.acm.org/citation.cfm%3Fid%3D342009.335474	applic architectur panel session 2tier 3tier dbmss role	nori	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	17492
conf/sigmod/Hellerstein00	index research forest tree panel abstract	hellerstein	sigmod conference	2000	867
rbluxTXqUQwJ	index research forest tree	hellerstein	"sigmod record,"	2000	61628
conf/sigmod/Ramakrishnan00	brows interact dbm support respon websit abstract	ramakrishnan	sigmod conference	2000	870
aHpKrjJEJk4J	brows interact dbm support respons websit	ramakrishnan	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	6314
journals/sigmod/Richey95	condit handl sql persist store modul	richey	sigmod record	1995	874
2p2A5_qGf5cJ	condit handl sql persist store modul	richey	"sigmod record,"	1995	21799
conf/sigmod/Carey00	xml databas where beef panel abstract	carey	sigmod conference	2000	880
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222	xml databas where beef	carey	"sigmod record,"	2000	23882
journals/sigmod/Wong95	introduct remi fast polymorph record project	wong	sigmod record	1995	882
7F9iCGggYVgJ	introduct remi fast polymorph record project	wong	"sigmod record,"	1995	33505
journals/sigmod/LeeCL95	aspect queri optim multidatabas system extend abstract	lee chen	sigmod record	1995	883
G1E5PwzwdSMJ	aspect queri optim multidatabas system	lee chen	"sigmod record,"	1995	41944
journals/sigmod/DoanPK95	design user test multiparadigm queri interfac objectori databas	doan paton kilgour	sigmod record	1995	885
c0TSepqRwwMJ	design user test multiparadigm queri interfac objectori databas	doan paton kilgour	"sigmod record,"	1995	23376
journals/sigmod/Finkelstein95	new middlewar	finkelstein	sigmod record	1995	892
gbnxN3MpucMJ	new middlewar	finkelstein	"acm sigmod record,"	1995	55049
journals/sigmod/Stacey95	replic db2 oracl sybas	stacey	sigmod record	1995	893
rdXUggm5kg0J	replic db2 oracl sybas	stacey	"acm sigmod record,"	1995	62871
conf/sigmod/LehnerSPC00	mainten automat summari tabl	lehner sidle pirahesh cochrane	sigmod conference	2000	896
xfWGb928UfcJ	mainten cube automat summari tabl	lehner sidle pirahesh cochrane	"sigmod record,"	2000	50394
conf/sigmod/ChakrabartiM99	effici concurr control multidimension access method	chakrabarti mehrotra	sigmod conference	1999	901
Jg81WYtxtZoJ	effici concurr control multidimension access method	chakrabarti mehrotra	"sigmod conference,"	1999	53259
journals/tods/TaoSP03	analysi predict spatiotempor queri	tao sun papadias	acm trans. database syst.	2003	902
FBp7oibu4ygJ	analysi predict spatiotempor queri	tao sun papadias	"acm transactions on database systems,"	2003	21139
conf/sigmod/AggarwalPWYP99	fast algorithm project cluster	aggarwal procopiuc wolf park	sigmod conference	1999	904
G3dX_RTA26MJ	fast algorithm project cluster	aggarwal procopiuc wolf park	"sigmod conference,"	1999	25422
conf/sigmod/HsuLG00	imag mine iri integr retin inform system	hsu lee goh	sigmod conference	2000	905
kxIpDxLD46gJ	imag mine iri integr retin inform system	hsu lee goh	"sigmod conference,"	2000	33708
journals/tods/ChoG03	effect page refresh polici web crawler	cho garciamolina	acm trans. database syst.	2003	906
HqAWyuB11loJ	effect page refresh polici web crawler	cho garciamolina	"acm transactions on database systems,"	2003	45388
journals/tods/Chomicki03	prefer formula relat queri	chomicki	acm trans. database syst.	2003	907
pHuL-9kHWH0J	prefer formula relat queri	chomicki	"acm transactions on database systems,"	2003	35775
journals/tods/DiaoAFZF03	path share predic evalu highperform xml filter	diao altinel franklin zhang fischer	acm trans. database syst.	2003	910
fREDZIbZVdEJ	path share predic evalu highperform xml filter	diao altinel franklin zhang fischer	"acm transactions on database systems,"	2003	54947
journals/tods/HjaltasonS03	indexdriven similar search metric space	hjaltason samet	acm trans. database syst.	2003	912
9Wan9sPNUAYJ	indexdriven similar search metric space	hjaltason samet	"acm transactions on database systems,"	2003	40800
journals/sigmod/DreyerDS94	research perspect time seri manag system	dreyer dittrich schmidt	sigmod record	1994	914
GCf11c7YuucJ	research perspect time seri manag system	dreyer dittrich schmidt	"sigmod record,"	1994	50102
journals/sigmod/Snodgrass94	overview special section tempor databas infrastructur	snodgrass	sigmod record	1994	917
SYVDufoTe_IJ	overview special section tempor databas infrastructur	snodgrass	"sigmod record,"	1994	3019
conf/sigmod/PeiMHZ00	toward data mine benchmark testb perform studi frequent pattern mine	pei mao zhu	sigmod conference	2000	919
UyhrqiH_-MoJ	toward data mine benchmark test bed perform studi frequent pattern mine	pei mao zhu	"proceedings of the 2000 acm sigmod international conference  &hellip;,"	2000	34341
journals/sigmod/Loeffen94	text databas survey text model system	loeffen	sigmod record	1994	923
gb-yIDOxaEkJ	text databas survey text model system	loeffen	"sigmod record,"	1994	59498
journals/sigmod/NorrieBSW94	databas research group eth zurich	norrie blott schek weikum	sigmod record	1994	925
q6YVJJgD1uQJ	databas research group eth zurich	norrie blott schek weikum	"sigmod record,"	1994	6759
journals/sigmod/Gallagher94	influenc databas languag standard	gallagher	sigmod record	1994	927
PVm9r7wHzDAJ	influenc databas languag standard	gallagher	"sigmod record,"	1994	27278
conf/sigmod/YerneniLGU99	comput capabl mediat	yerneni garciamolina ullman	sigmod conference	1999	929
hnMltY0uSf0J	comput capabl mediat	yerneni garciamolina ullman	"sigmod conference,"	1999	63913
conf/sigmod/Keim99	effici geometrybas similar search 3d spatial databas	keim	sigmod conference	1999	931
GBZiTCbChZQJ	effici geometrybas similar search 3d spatial databas	keim	"sigmod conference,"	1999	47500
journals/tods/MelnikG03	adapt algorithm set contain join	melnik garciamolina	acm trans. database syst.	2003	932
y2dZ5cRja_IJ	adapt algorithm set contain join	melnik garciamolina	"acm transactions on database systems,"	2003	43360
journals/tods/CiacciaP02	search metric space userdefin approxim distanc	ciaccia patella	acm trans. database syst.	2002	935
dArDZIV5VE4J	search metric space userdefin approxim distanc	ciaccia patella	"acm transactions on database systems,"	2002	2296
conf/sigmod/CallanCD99	automat discoveri languag model text databas	callan connell	sigmod conference	1999	936
eWVreKOw_QgJ	automat discoveri languag model text databas	callan connell	"sigmod conference,"	1999	58501
conf/sigmod/BeyerR99	bottomup comput spars iceberg cube	beyer ramakrishnan	sigmod conference	1999	937
6Cdfxiuibd0J	bottomup comput spars iceberg cube	beyer ramakrishnan	"sigmod conference,"	1999	14480
journals/tods/GibbonsMP02	fast increment mainten approxim histogram	gibbons matias poosala	acm trans. database syst.	2002	938
QKnjF3UgncMJ	fast increment mainten approxim histogram	gibbons matias poosala	"acm transactions on database systems,"	2002	40197
conf/sigmod/MayrS99	clientsit queri extens	mayr seshadri	sigmod conference	1999	939
1lRZz4bZvxEJ	clientsit queri extens	mayr seshadri	"sigmod conference,"	1999	19681
journals/tods/CaldersNW02	search depend multipl abstract level	calders wijsen	acm trans. database syst.	2002	940
DSl0gT8EgR0J	search depend multipl abstract level	calders wijsen	"acm transactions on database systems,"	2002	16713
conf/sigmod/AggarwalWY99	new method similar index market basket data	aggarwal wolf	sigmod conference	1999	941
s9hhR-EdDGgJ	new method similar index market basket data	aggarwal wolf	"sigmod conference,"	1999	46282
journals/tods/ChakrabartiKMP02	local adapt dimension reduct index larg time seri databas	chakrabarti keogh mehrotra pazzani	acm trans. database syst.	2002	942
eHY42LnL_lsJ	local adapt dimension reduct index larg time seri databas	chakrabarti keogh mehrotra pazzani	"acm transactions on database systems,"	2002	13811
